Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
48,Bahrain,2010,Tourism expenditure (millions of US dollars),,,2163,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
48,Bahrain,2015,Tourism expenditure (millions of US dollars),,,2372,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
48,Bahrain,2016,Tourism expenditure (millions of US dollars),,,4021,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
48,Bahrain,2017,Tourism expenditure (millions of US dollars),,,3836,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,1995,Tourist/visitor arrivals (thousands),TF,,156,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2005,Tourist/visitor arrivals (thousands),TF,,208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2010,Tourist/visitor arrivals (thousands),TF,,303,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2005,Tourism expenditure (millions of US dollars),,,82,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2010,Tourism expenditure (millions of US dollars),,,103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2015,Tourism expenditure (millions of US dollars),,,150,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2016,Tourism expenditure (millions of US dollars),,,214,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
50,Bangladesh,2017,Tourism expenditure (millions of US dollars),,,344,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,1995,Tourist/visitor arrivals (thousands),TF,,442,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2005,Tourist/visitor arrivals (thousands),TF,,548,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2010,Tourist/visitor arrivals (thousands),TF,,532,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2015,Tourist/visitor arrivals (thousands),TF,,592,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2016,Tourist/visitor arrivals (thousands),TF,,632,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2017,Tourist/visitor arrivals (thousands),TF,,664,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2005,Tourism expenditure (millions of US dollars),,,1081,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
52,Barbados,2010,Tourism expenditure (millions of US dollars),,,1074,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,1995,Tourist/visitor arrivals (thousands),TF,,161,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2005,Tourist/visitor arrivals (thousands),TF,,91,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2010,Tourist/visitor arrivals (thousands),TF,,119,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2015,Tourist/visitor arrivals (thousands),TF,,4386,Break in the time series.;Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2016,Tourist/visitor arrivals (thousands),TF,,10935,Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2017,Tourist/visitor arrivals (thousands),TF,,11060,Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,1995,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2005,Tourism expenditure (millions of US dollars),,,346,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2010,Tourism expenditure (millions of US dollars),,,665,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2015,Tourism expenditure (millions of US dollars),,,1013,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2016,Tourism expenditure (millions of US dollars),,,1019,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
112,Belarus,2017,Tourism expenditure (millions of US dollars),,,1134,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,1995,Tourist/visitor arrivals (thousands),TCE,,5560,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2005,Tourist/visitor arrivals (thousands),TCE,,6747,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2010,Tourist/visitor arrivals (thousands),TCE,,7186,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2015,Tourist/visitor arrivals (thousands),TCE,,8355,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2016,Tourist/visitor arrivals (thousands),TCE,,7481,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2017,Tourist/visitor arrivals (thousands),TCE,,8385,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2005,Tourism expenditure (millions of US dollars),,,10881,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2015,Tourism expenditure (millions of US dollars),,,13073,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2016,Tourism expenditure (millions of US dollars),,,12697,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
56,Belgium,2017,Tourism expenditure (millions of US dollars),,,13750,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,1995,Tourist/visitor arrivals (thousands),TF,,131,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2005,Tourist/visitor arrivals (thousands),TF,,237,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2010,Tourist/visitor arrivals (thousands),TF,,242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2015,Tourist/visitor arrivals (thousands),TF,,341,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2016,Tourist/visitor arrivals (thousands),TF,,386,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2017,Tourist/visitor arrivals (thousands),TF,,427,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,1995,Tourism expenditure (millions of US dollars),,,78,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2005,Tourism expenditure (millions of US dollars),,,214,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2010,Tourism expenditure (millions of US dollars),,,264,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2015,Tourism expenditure (millions of US dollars),,,372,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2016,Tourism expenditure (millions of US dollars),,,391,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
84,Belize,2017,Tourism expenditure (millions of US dollars),,,427,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,1995,Tourist/visitor arrivals (thousands),TF,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2005,Tourist/visitor arrivals (thousands),TF,,176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2010,Tourist/visitor arrivals (thousands),TF,,199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2015,Tourist/visitor arrivals (thousands),TF,,255,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2016,Tourist/visitor arrivals (thousands),TF,,267,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2017,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2005,Tourism expenditure (millions of US dollars),,,108,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2010,Tourism expenditure (millions of US dollars),,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2015,Tourism expenditure (millions of US dollars),,,148,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
204,Benin,2016,Tourism expenditure (millions of US dollars),,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,1995,Tourist/visitor arrivals (thousands),TF,,387,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2005,Tourist/visitor arrivals (thousands),TF,,270,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2010,Tourist/visitor arrivals (thousands),TF,,232,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2015,Tourist/visitor arrivals (thousands),TF,,220,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2016,Tourist/visitor arrivals (thousands),TF,,244,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2017,Tourist/visitor arrivals (thousands),TF,,270,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2015,Tourism expenditure (millions of US dollars),,,370,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2016,Tourism expenditure (millions of US dollars),,,441,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
60,Bermuda,2017,Tourism expenditure (millions of US dollars),,,513,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
64,Bhutan,1995,Tourist/visitor arrivals (thousands),TF,,5,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
64,Bhutan,2005,Tourist/visitor arrivals (thousands),TF,,14,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
64,Bhutan,2010,Tourist/visitor arrivals (thousands),TF,,41,Break in the time series.;Including regional high end tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
64,Bhutan,2015,Tourist/visitor arrivals (thousands),TF,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
